Id,name,T3_Kills,T2_Kills,T1_Kills,RssAssistance,RssGathered,AllianceHelp,Pass4_T3_Kills,Pass4_T2_Kills,Pass4_T1_Kills,Pass4_RssAssistance,Pass4_RssGathered,Pass4_AllianceHelp,Total_LowTier_Kills,Total_RSS_Gather,Total_Helps,Total_Assistance
89220552,ir â€˜yMaster Po,"480,676","341,454","34,929,620","2,112,753,178","10,647,876,753","59,144","481,089","356,148","35,557,902","2,112,753,178","10,953,687,648",BE}GEYI,,,,
28287230,MoDy77,"50,255","3,765","130,562","3,588,260,464","5,008,743,513","27,437","50,255","3,765","130,562","3,588,260,464","5,008,743,513","27,437",,,,
17824938,Devil U made,"601,827","470,223","1,144,937","1,359,097,692","4,705,303,355","19,566","601,827","470,223","1,144,937","1,359,097,692","4,705,303,355","19,587",,,,
14125876,Bad Iskan,"88,499","63,291","205,163","4,702,048,415","10,207,327,290","51,030","88,499","63,291","205,163","4,702,048,415","10,248,682,228","51,066",,,,
60277847,Bad Lagou37,"798,323","904,316","1,510,291","2,233,680,688","9,684,572,846","44,139","798,323","904,316","1,510,291","2,233,680,688","9,684,572,846","44,139",,,,
36747489,Ephantis,"228,954","209,449","302,515","576,928,532","10,748,157,725","34,491","230,802","209,449","302,791","576,928,532","11,138,562,519","35,802",,,,
3461098,ti Johnbernie,"81,278","5,219","63,973","7,890,282,854","7,001,421,249","19,991","81,278","5,219","63,973","7,890,282,854","7,183,482,773","20,204",,,,
9167319,Phak Yu Putin,"72,815","34,211","163,363","6,973,044,296","10,341,513,357","14,805","72,815","34,211","163,363","6,973,044 ,296","10,341,513,357","14,806",,,,
14275450,Poppops 4674,"1,445",24,616,"15,494,017,375","9,886,613,018","6,615","1,445",24,616,"17,079,017,375","9,944,866,946","6,625",,,,
14202127,Edvus,"302,862","349,302","634,399","1,975,502,105","12,003,091,441","20,310","302,862","349,302","634,399","1,975,502,105","12,379,395,839","20,378",,,,
35790056,AsIZE,"161,737","345,145","492,203","4,023,566,070","11,872,139,748","13,376","161,737","345,145","492,203","4,023,566,070","11,872,139,748","13,381",,,,
28419870,Heisenberg 89,"518,724","1,085,184","365,612","3,678,406,884","4,974,073,119","9,567","518,724","1,085,184","365,612","3,678,406,884","4,974,073,119","9,580",,,,
13880048,Pugsley97,0,0,55,"3,263,448,807","20,491,033,712","24,750",0,1,55,"3,263,448,807","20,760,551,312","24,865",,,,
52086629,Rolpsy,"848,083","898,838","1,638,303","589,295,407","7,517,272,855","83,875","848,083",}898838,"1,638,303","589,295,407","7,772,552,518","85,472",,,,
4016167,Ldcarpathes,"41,495","771,329","32,090,004","4,008,048,138","13,345,061,181","64,131","41,495","771,329","32,090,004","4,008,048,138","13,345,061,181","64,132",,,,
2353964,derpstone,"231,324","286,678","1,724,861","182,536,113","3,932,886,960","9,312","998,611","569,217","1,772,837","182,536,113","3,932,886,960","9,312",,,,
39381278,999Wolf,"217,772","239,487","15,776","12,959,201,502","8,855,614,460","25,855","217,772","239,487","15,776","12,959,201,502","8,955,860,049","26,103",,,,
28282912,Lans66,"112,908","450,133","129,070",,"21,568,071,782","7,734","112,908","450,133","129,070",,"21,923,234,162","7,836",,,,
28343184,Najmil1,"1,287","9,454","4,359","2,772,344","5,293,858,444","3,687","1,287","9,454","4,359","2,772,344","5,367,429,127","3,715",,,,
8064984,minidrake,"873,702","372,673","16,164,267","16,416,685,314","17,276,217,027","27,437","873,702","372,673",}16169060,"16,576,423,570","17,514,416,495","27,599",,,,
28300028,ABU NASSER,"1,460,234","2,338,950","18,559,618","379,086,438","4,152,063,066","30,143","1,461,457","2,338,956","18,559,780","379,086,438","4,367,078,750","32,583",,,,
42514893,WrEcK HaVoK,"74,985","508,685","672,720","462,600,000","8,217,416,820","44,086","74,985","508,685","672,720","462,600,000","8,306,783,178","44,253",,,,
9392884,educet,"59,377","482,026","1,597,190","2,130,229,919","9,729,951,216","33,823","59,377","482,026","1,597,190","2,210,229,919","9,914,792,710","34,067",,,,
60965001,IJ uulHEMIlJ,"3,394,430","6,805,037","13,666,920","1,455,273,207","14,190,210,414","52,789","3,394,430","6,805,037","13,666,920","1,455,273,207","14,232,846,658","52,798",,,,
53452615,El Paquito,"91,387","268,792","532,158","8,058,482,833","13,680,908,757","24,107","129,498","399,254","610,209","8,058,482,833","13,996,592,002","25,817",,,,
28379153,Dana iw,"1,570,349","721,146","55,946,947","506,184,396","7,646,764,202","24,256","1,570,349","721,146","55,946,947","506,184,396","7,691,768,812","24,358",,,,
2616715,ARNO le NORD,"584,720","408,363","955,002","2,083,388,900","18,280,386,669","116,015","584,720","408,363","955,002","2,083,388,900","18,280,386,669","116,017",,,,
31369906,Wan Shein,"79,817","150,464","10,675","14,173,036,652","24,342,851,378","10,110","87,319","167,314","14,252","14,173,036,652","24,598,023,868","10,231",,,,
21017676,badGazzaG,"451,986","745,685","23,831,998","2,596,967,803","15,285,056,308","93,324","451,986","745,685","23,831,998","2,596,967,803","15,285,056,308","93,324",,,,
2486726,@G Senpai,"526,994","346,535","239,986","2,866,536,259","5,088,037,532","24,867","526,994","346,535","239,986","2,866,536,259","5,088,037,532","24,867",,,,
99396699,OHMadMax64,"213,799","84,688","56,573","379,348,649","6,091,609,546","12,004","213,799","84,688","56,573","384,348,649","6,293,652,686","12,626",,,,
12451821,Onsenffou,"238,922","1,146,050","965,728","13,682,949,136","16,237,763,580","55,498","238,922","1,146,050","1,124,053","15,781,919,830","16,423,791,067","55,690",,,,
7722826,LordNameless,"119,348","141,624","125,339","71,175,333","17,034,262,792","51,986","119,348","141,624","125,339","71,175,333","17,034,262,792","51,994",,,,
29881568,Milanok,"181,441","41,909","45,195","3,187,761,860","13,176,167,689","22,100","181,441","41,909","45,195","3,187,761,860","13,288,354,052","22,129",,,,
15168136,SZ LUFFY SZ,"61,218","71,515","153,963","23,788,946,512","18,599,202,640","26,204","61,218","71,515","153,963","24,468,946,512","18,862,685,584","26,302",,,,
28481843,budluckTR2,"839,190","359,256","173,907","9,384,117,293","18,408,303,082","36,738","839,190","359,256","173,907","9,829,117,293","18,451,615,498","36,745",,,,
2524989,Huracan88&,"299,769","258,766","311,854","1,322,996,989","8,312,741,017","23,674","303,076","258,766","311,854","1,322,996,989","8,319,022,495","24,449",,,,
52610162,PrincipalAnd,"41,451","49,239","149,916","31,294,000","1,959,436,650","17,786","41,451","49,239","149,916","31,294,000","1,959,436,650","17,787",,,,
37026347,Nurse Q,"712,561","671,211","893,537","7,674,173,708","11,578,598,289","31,530","712,561","671,211","893,544","8,679,173,708","11,827,584,580","31,750",,,,
20981772,BadAtiLa 1,"407,271","636,746","528,102","4,219,133,474","11,144,063,491","50,994","407,271","636,746","528,102","4,219,133,474","11,144,063,491","50,994",,,,
29944980,ROLLING STO?,"109,038","178,802","7,447","17,500,906,136","25,799,097,701","14,066","109,038","178,802","7,447","17,500,906,136","26,003,298,482","14,155",,,,
82810160,Filoucheqc,"601,750","1,127,736","549,441","42,372,197","3,010,867,207","8,215","601,750","1,127,736","549,441","42,372,197","3,020,121,907","8,427",,,,
28259686,Master Binbin,"111,204","13,730","37,505","81,032,000","6,159,299,023","7,126","111,204","13,730","37,505","81,032,000","6,159,299,023","7,126",,,,
26583819,Budluck0Oo'R,"345,470","279,718","512,005","9,173,072,865","16,339,416,648","32,305","345,470","279,718","512,005","9,173,072,865","16,384,113,405","32,320",,,,
28209988,Jaeger 69,"1,570,200","1,152,793","510,101","32,363,950","15,796,446,120","18,660","1,570,200","1,152,793","510,101","32,363,950","16,031,682,886","18,730",,,,
29093542,ConfusedWolfi,"4,821,168","4,255,503","4,452,602","8,269,406,165","7,625,130,372","43,480","4,821,168","4,255,503","4,452,602","8,269,406,165","7,625,130,372","43,480",,,,
6167238,Diz5,"319,521","12,740","41,936","11,946,688,335","9,299,469,379","14,468","319,571","12,778","42,134","12,326,688,335","9,386,828,410","14,555",,,,
30552095,FiihrerBiscott,"3,103,703","1,904,502","4,797,187","9,854,483,340","12,703,480,675","68,824","3,103,703","1,904,502","4,797,187","9,854,483,340","12,703,480,675","68,894",,,,
99483710,Kiistenmadel,"185,305","49,007","16,905","1,223,111,313","6,527,815,297","7,014","190,868","49,007","17,790","1,223,111,313","6,676,932,566","7,457",,,,
9505548,Ovidan,"3,918","11,558","66,177","11,856,607,006","8,779,025,196","10,104","3,939","11,558","66,182","12,301,607,006","8,868,501,635","10,182",,,,
41959939,Fisch24,"3,759","3,492","3,308","5,955,390","7,390,784,877","3,421","3,759","3,492","3,308","5,955,390","7,429,285,469","3,439",,,,
7870915,ii Bretw,"429,224","68,302","50,265","39,457,110,192","30,474,674,090","19,808","429,224","68,302","50,265","40,744,747,486","31,034,521,792","19,914",,,,
6167868,Rabid dog,"4,722","32,160","30,392","14,715,173,089","14,153,685,151","10,911","4,722","32,160","36,360","15,844,096,437","14,363,799,185","10,961",,,,
3738869,BiggusDickus8,"82,830","41,786","48,533","129,920,645","6,655,037,050","6,335","82,830","41,786","48,533","129,920,645","6,814,279,696","6,546",,,,
10135175,Rabid 2,266,119,"2,731","15,294,627,868","14,628,366,541","8,010",266,119,"2,731","16,464,775,079","14,832,780,062","8,058",,,,
15995569,ii Bert19,"868,331","133,203","51,774","38,709,513,868","31,210,946,991","21,477","868,331","133,203","51,774","40,054,967,313","31,769,427,238","21,588",,,,
51823914,crsEST9876,"546,013","610,286","1,696,630","1,277,337,108","3,935,274,249","28,054","552,543","630,591","1,741,415","1,277,337,108","4,011,357,531","28,739",,,,
13783623,Markynaz,"552,168","184,074","316,874","11,076,517,180","8,042,142,234","14,678","552,168","184,074","316,874","11,076,517,180","8,042,142,234","14,678",,,,
30296384,DragonFire73,"425,340","1,029,804","137,095","17,674,434,738","17,658,171,784","16,856","425,340","1,029,804","137,095","18,174,434,738","17,866,187,696","16,998",,,,
82410647,PsakiPsaki,"14,324","13,313","27,506","14,000,791,276","19,911,695,282","9,940","14,324","13,313","27,506","14,000,791,276","20,329,842,430","10,092",,,,
31262259,Jr Persinga,"43,465","142,125","158,481","15,422,733,923","14,901,334,597","21,771","64,470","149,347","166,062","16,875,993,520","15,151,403,725","22,040",,,,
52832323,WAR SAIL 3,"112,943","65,127","34,986","4,137,905,106","11,606,135,992","6,919","112,943","65,127","34,986","5,629,905,106","11,782,548,647","7,030",,,,
34987546,Wicked55,"52,335","9,336","4,246,899","912,265,751","8,061,774,437","10,438","52,335","90,702","4,262,661","912,265,751","8,118,496,447","10,456",,,,
85093514,Psaki Xxxx,"4,339",375,"12,030","12,908,060,757","19,047,171,988","8,236","4,339",375,"12,030","12,908,060,757","19,489,274,001","8,369",,,,
85093514,Psaki Xxxx,"4,339",375,"12,030","12,908,060,757","19,047,171,988","8,236","4,339",375,"12,030","12,908,060,757","19,489,274,001","8,369",,,,
30437585,TKLNG,"1,439,587","1,686,469","722,508","164,387,083","6,735,553,367","12,203","1,439,587","1,686,469","724,134","239,387,083","6,974,494,251","13,233",,,,
13339256,hera0209,0,"12,545","13,085","3,617,999,751","21,213,861,974","27,069",0,"12,545","13,085","3,617,999,751","21,481,035,925","27,183",,,,
29881564,SAADSAAD2,"108,119","8,882","38,234","4,492,731,979","13,016,890,045","22,599","108,119","8,882","38,234","4,492,731,979","13,133,611,942","22,640",,,,
13576477,Hestia0209,"85,464","11,870","7,196","3,223,260,218","20,822,891,738","25,963","85,464","11,870","7,196","3,223,260,218","21,090,247,532","26,067",,,,
28292459,PAUL27,"245,473","237,344","76,141",,"4,692,768,376","3,802","245,473","237,344","76,141",,"4,692,768,426","3,804",,,,
28275966,0 MajdO,"881,864","960,086","196,755","56,314,280","5,826,057,127","24,704","881,864","960,086","198,868","56,314,280","5,872,421,593","24,745",,,,
21066929,tigger jr,"2,581","69,579","37,287","12,016,566,360","12,001,094,628","6,930","2,581","69,579","37,287","12,016,566,360","12,240,380,713","6,961",,,,
28336253,Amier195,"128,899","222,268","29,330","6,556,720","10,285,341,999","7,067","128,899","222,268","29,330","6,556,720","10,487,156,813","7,090",,,,
29360204,ck0403my02,144,"66,895","285,227","13,308,995,130","23,141,018,878","17,812",144,"66,895","287,962","13,308,995,130","23,430,393,070","17,965",,,,
37237092,Irrumatio,"121,856","3,460","17,950","2,441,278","4,244,099,341","2,941","121,856","3,460","17,950","2,441,278","4,248,731,941","2,941",,,,
76786622,Arsenal7777,"1,431,281","162,465","14,426","6,514,575,806","11,427,418,103","5,960","1,431,281","162,465","14,426","7,529,575,806","11,785,057,451","6,184",,,,
54311330,YwajdsYy,"13,824","135,410","148,595","2,182,945,432","14,401,903,169","17,477","13,824","135,410","148,595","2,182,945 ,432","14,868,847,770","17,506",,,,
33629885,budluckTR1,"35,488","231,604","81,564","12,922,703,647","18,941,032,086","7,515","35,488","231,604","81,564","13,915,438,214","18,978,676,977","7,525",,,,
64363945,Dragonfly73,"298,421","612,867","79,465","3,152,495,428","8,243,329,185","16,394","298,421","612,867","83,968","3,157,495,428","8,338,620,359","16,455",,,,
28215982,gua lJwuE,"378,766","273,582","58,827","18,809,370","5,587,932,221","3,681","378,766","273,582","58,827","38,809,370","5,599,335,221","3,686",,,,
86542958,X Barbe Noire},"546,739","1,037,270","722,386","7,307,723,879","10,895,877,928","15,201","546,739","1,037,270","723,386","7,307,723,879","11,063,405,102","15,386",,,,
98672609,Psaki alex 5,0,1,2,"4,746,706,965","15,081,478,690","5,451",0,1,3,"6,541,706,965","15,467,461,524","5,559",,,,
27966586,Patrosklaus,"46,189",978,330,"636,482,866","2,819,043,110","15,666","46,189",978,330,"656,482,866","2,862,477,671","15,915",,,,
28254437,Boorinyeung,"97,383",360,"3,820","201,800,000","6,462,839,053","3,725","97,383",360,"3,820","201,800,000","6,467,879,363",Shen,,,,
29250801,Taanni,"7,888","116,560","131,507","1,982,200,000","9,436,776,521","6,308","7,888","116,560","131,507","1,982,200,000","9,440,607,549","6,309",,,,
23549084,Yoba Bat,"65,449","48,428","505,021","1,614,474,928","5,782,645,242","7,704","65,449","48,428","505,021","1,614,474,928","5,890,293,411","7,788",,,,
19078891,ZeePharm,0,153,"2,620","68,549,365","5,315,034,881","3,432",0,153,"2,620","68,549,365","5,361,421,811","3,446",,,,
36552064,Sweet Trauma,"272,887","924,194","181,950","6,770,597,613","5,811,949,310",,"272,887","924,194","255,076","6,770,597,613","5,812,998,260","35,794",,,,
32087827,Farmlandeee,"3,759,140","3,551,239","4,263,155","15,697,208,835","11,730,496,862","47,670","3,762,967","3,571,678","4,352,989","16,867,175,493","11,872,810,516","47,825",,,,
27085784,LAW x,"23,914",1,969,"11,682,498,241","10,284,229,816",,"23,914",1,969,"11,682,498,241","10,481,130,311","9,445",,,,
20686834,Skiwhirl,"94,727","146,045","176,629","8,506,683,397","7,585,154,641","12,253","94,727","146,045","176,629","8,506,683,397","7,595,584,793","12,254",,,,
40522634,General 8,"492,389","287,317","128,530","842,013,257","6,787,303,074","8,824","492,389","287,317","128,530","842,013,257","6,805,658,874","8,827",,,,
63506619,persinga farm,"112,543","161,046","128,103","8,954,954,275","10,014,579,966","20,132","112,543","161,046","128,103","10,002,134,287","10,234,559,606","20,192",,,,
28338445,DHOOM6666,"20,598","25,920","10,074",,"11,565,776,731","3,463","20,598","25,920","10,074",,"11,569,890,459","3,465",,,,
20488380,IskanFood,618,"37,387","28,201","7,616,210,310","7,941,284,709","14,154",618,"37,387","28,201","7,616,210,310","7,941,284,709","14,155",,,,
43985217,SZSANJISZ,"120,588","45,660","177,281","15,559,180,000","10,979,796,846","8,737","120,588","45,660","177,281","16,019,180,000","11,212,461,324","8,827",,,,
94844727,Vickylein die 2,"183,330","234,312","75,079","174,533,529","4,739,554,911","2,941","183,330","234,312","75,079","174,533,529","4,890,128,235","3,004",,,,
57826883,burnoose,"41,490","2,114","15,948","723,086,032","5,447,975,686","5,890","41,490","2,114","15,948","723,086,032","5,454,189,121","5,892",,,,
28511475,Venomous Poi,"347,483","132,041","30,740","4,275,242,925","7,701,447,377","12,172","347,483","132,041","30,740","4,280,242,925","7,784,301,662","12,211",,,,
46952552,Sleipnir80,"587,845","45,426","331,946","10,462,328,105","7,717,185,811","11,602","587,845","45,426","331,946","11,386,940,584","7,933,009,033","11,864",,,,
44877242,SZUSOPPZ,"128,646","94,313","305,130","15,332,945,116","10,765,913,084","9,607","128,646","94,313","329,142","15,764,945,116","10,984,269,640","9,683",,,,
94199334,snS5unwny,"686,539","262,475","423,926","1,353,046,286","12,735,607,613","20,359","686,539","262,475","1,628,360","1,353,046,286","12,996,486,461","21,861",,,,
51167515,tigger III,0,"3,907","1,158","3,383,825,327","9,037,035,248","2,870",0,"3,907","1,158","3,383,825,327","9,265,076,738","2,896",,,,
33633625,budluckTR3,"38,903","56,101","56,734","6,968,763,237","12,835,582,685","5,916","38,903","56,101","56,734","7,882,317,549","12,866,116,685","5,923",,,,
8645545,rssdrakou,"23,164",13,"1,107","13,951,379,788","13,706,952,554","9,125","23,164",13,"1,107","14,295,379,788","13,920,988,608",Oo e25T,,,,
20655464,$2 LadY D 32,"302,239","307,368","198,208","5,404,759,644","7,201,746,471","23,857","302,269","307,429","198,208","5,404,759,644","7,223,781,953","24,237",,,,
27882072,Vikinv,"1,477","16,922",676,"18,480,000","2,531,240,040","4,181","1,477","16,922",676,"18,480,000","2,536,358,810","4,188",,,,
44413633,uk player,"90,229","170,079","182,328","1,356,000,000","4,791,183,672","2,108","90,229","170,079","182,328","1,724,000,000","4,812,362,819","2,136",,,,
5325135,G40Freak,0,1,0,"183,712,699","6,657,887,462","11,817",0,1,0,"183,712,699","7,022,115,938","12,147",,,,
3365255,GodOfKhaos,0,1,,"191,017,541","2,991,439,973","3,182",0,1,jl,"191,017,541","2,996,845,335",sky,,,,
3365255,GodOfKhaos,0,1,,"191,017,541","2,991,439,973","3,182",0,1,jl,"191,017,541","2,996,845,335",sky,,,,
49749829,tigger IV,0,"4,151","2,105","2,595,529,961","8,462,313,092","2,889",0,"4,151","2,105","2,595,529,961","8,695,676,232","2,915",,,,
49209857,Hooligan No1,"103,194","451,076","85,310","190,711,078","4,100,182,220","1,991","103,194","451,076","85,310","402,711,078","4,130,737,261","2,028",,,,
22125284,Cirice,24,"709,410",118,"13,000,251,987","11,321,976,335","8,712",24,"709,410",118,"13,000,251,987","11,321,976,335","8,714",,,,
64234183,ThePablo,"492,177","291,229","163,137","4,000,000","4,389,017,935","3,372","492,177","291,229","163,137","4,000,000","4,389,017,935",B12,,,,
33737639,budluckTR4,"843,769","46,737","13,745","6,890,316,515","13,110,447,850","4,721","843,769","46,737","13,745","7,299,133,391","13,148,626,936","4,728",,,,
66734451,CK Farm 01,"402,227","111,135","79,533","5,691,353,066","10,973,415,947","4,102","402,227","111,135","80,495","5,691,353,066","11,216,684,783","4,210",,,,
28488507,RICOsFarm,"27,627","145,672","49,991","2,573,263,509","8,105,333,607","6,300","27,627","145,672","49,991","2,573,263,509","8,205,540,150","6,316",,,,
29341476,TomHDL Ill @,"5,028",1,"15,311","7,114,959,340","8,613,530,010","2,558","5,028",1,"15,312","7,548,903,551","8,839,718,018","2,585",,,,
28243739,Othman92Boo,"25,287","4,743","1,073","12,992,183","4,461,854,287","6,191","25,287","4,743","1,075","12,992,183","4,461,854,287","6,192",,,,
28243739,Othman92Boo,"25,287","4,743","1,073","12,992,183","4,461,854,287","6,191","25,287","4,743","1,075","12,992,183","4,461,854,287","6,192",,,,
99843221,Battle Action 1,"1,327,420","591,804","498,094","46,449,871","4,748,446,431","4,556","1,363,562","591,804","505,452","46,449,871","4,952,398,732","5,185",,,,
28507348,XXXX5,0,"71,900","15,195","102,744,668","3,397,466,488","4,486",0,"71,900","15,195","102,744,668","3,397,466,488","4,486",,,,
64930476,URUK HARD,"32,585","31,886","39,649","10,400,001","4,685,071,546","7,977","32,585","31,886","39,649","10,400,001","4,690,766,746",UU,,,,
64930476,URUK HARD,"32,585","31,886","39,649","10,400,001","4,685,071,546","7,977","32,585","31,886","39,649","10,400,001","4,690,766,746",UU,,,,
58626254,Tsetseu,"110,304","1,118,817","678,354","3,294,376,113","5,603,906,112","12,095","110,304","1,118,817","678,354","3,294,376,113","5,603,906,112","12,100",,,,
31603605,CupcakÃ©,"40,675","36,350","103,163","605,968,787","4,824,444,334","21,977","40,675","36,350","103,163","605,968,787","4,833,098,034","21,978",,,,
42781849,ephantisse,994,432,0,"5,674,892,149","6,767,701,671","3,787",994,432,0,"5,674,892,149","6,970,607,737","3,880",,,,
35151927,Equalizerll,"41,899","83,863","69,818","1,162,825,141","4,246,803,467","5,863","41,899","83,863","69,818","1,162,825,141","4,254,136,691","5,864",,,,
74438870,Clyde Il,"4,321","4,340","12,515","453,455,089","6,964,648,163","4,071","4,321","4,340","12,515","453,455,089","7,204,960,860","4,097",,,,
